"Status","Name","Duration in ms","Description"
"passed","unknown.WhenInvalidateWithoutRecreateServerCache","1021",""
"passed","unknown.SecurityDataRequestUsingKey_RetrieveMiFiDFieldsWhendDefaultValuesarePassed","151",""
"passed","unknown.WhenGettingDiagnosticsResult","1027",""
"passed","unknown.DeletePosition_DeletePositionByExternalIDTest_AllOrNothingFalse_ValidInvalid","3233",""
"passed","unknown.Verify_ExecBrok_PartyID_Single_Row_Con_Mode","19233",""
"passed","unknown.FlatRateBrokerFeeTest","6034",""
"passed","unknown.Send_Order_With_LastCapacity_Equal_Five","1152",""
"passed","unknown.RetrieveStrategyTest_Failure","16",""
"passed","unknown.WhenGettingByXSecurityUpdates","1024",""
"passed","unknown.WhenPersistingSymbology_SecTypeOverridesAreRespected","4641",""
"passed","unknown.CheckInventoryUpdatesForNonLocateEnabledSecTypesAfterRestartOfStockLoanService","186651",""
"passed","unknown.Verify_Firm_With_Multiple_Leis","11869",""
"passed","unknown.CreatePortfolio_AllOrNothingTrue_ValidData","57",""
"passed","unknown.Test_DeleteExecutionBasedOnOrderId_Success","12551",""
"passed","unknown.WhenGettingSecurityInfoSerializableBySymbol","1041",""
"passed","unknown.InsertTradeIgnoreTriggers_TestForTotalFunctionality","128",""
"passed","unknown.Test_DeleteExecutionBasedOnTradeId_Failure","158",""
"passed","unknown.WhenRunningAScenario_DatafeedHasNoPrice_RiskServiceGetsPriceFromAnalyticsInRiskSessionLog","10222",""
"passed","unknown.GetPortfolioUserDefinedFields_ForSixthPosOfCode_WithNValue","6",""
"passed","unknown.CreateManager_AllOrNothingFalse_ValidData","27",""
"passed","unknown.WhenEditingPairsOrdersIsSuccessful_WithNoViolation_ExpectTwoClerkAccept","6035",""
"passed","unknown.SSFTPPUT_NoDateinLocalFileName","7017",""
"passed","unknown.UpdateTrade_TradeFinalize_Error_SingleTrade_IsAllOrNothing_True_MState_UnSupportedState","2981",""
"passed","unknown.GetArchiveAllocations_BlotterData","686",""
"passed","unknown.RunDurationNeutralSwap","585",""
"passed","unknown.Verify_OutboundOverrideRule_ForCachedData","51711",""
"passed","unknown.GetNextUniqueIDList_ByCheckingPriceID_ReturnsSameNumberOfRecords","12",""
"passed","unknown.EzeIntradayXML_CheckForAmendInRebill","20643",""
"passed","unknown.UpdateAllocation","151",""
"passed","unknown.Verify_ExecBrok_PartyID_Combination_of_PartID_Rep_Groups_and_Outright_Fix_tags_in_Con_Mode","15212",""
"passed","unknown.Verify_ExclusionAndAdvancedRoutingRules","15884",""
"passed","unknown.Test_RetreieveExecution_WhenNoQueryString","46",""
"passed","unknown.WhenRunningAnIndexShockS1NameIsCorrectInAnalytics","4",""
"passed","unknown.Verify_CancelOrders_Broker_ListTrader","7601",""
"passed","unknown.RunProceedsNeutralSwap","481",""
"passed","unknown.DualBrokerFullyFilledF5Trade","17593",""
"passed","unknown.InsertSecurityData_InsertSecuritiesWithDefaultMifidFields","192",""
"passed","unknown.CreateBenchmarkAndRunRebalancePortfolios","4257",""
"passed","unknown.RetrieveIssuer_Success","49",""
"passed","unknown.UpdateTrade_TradeFinalize_Error_MultipleTrade_2_AllOrNothing_True_TState_InRequest","2856",""
"passed","unknown.CreateCustodian_AllOrNothingFalse_ValidInvalidCustodianName","386",""
"passed","unknown.WhenGettingAllPositionLevelCalcs","114",""
"passed","unknown.EzeXmlTransformDetail_EmailInvalidCreds","1142",""
"passed","unknown.WhenRunningScenarioOnValidOptionPutRiskSessionLogHasNoErrors","3634",""
"passed","unknown.AmountSame_IncreaseAveragePrice","11185",""
"passed","unknown.GetTradesTest_ReturnsAllTrades","332",""
"passed","unknown.CreateBroker_AllOrNothingTrue_ValidAndNull","24",""
"passed","unknown.DeleteSecurities","1135",""
"passed","unknown.WhenGettingClientSettings","1058",""
"passed","unknown.WhenRunningIVolScenarioOnValidOptionCallOptionPricesCorrectly","3139",""
"passed","unknown.DeletePortfolio_AllOrNothingTrue_ValidData","76",""
"passed","unknown.WhenGettingColumnTypeList","22",""
"passed","unknown.Verify_InboundUDFOverrides_MBS_DropModel","74147",""
"passed","unknown.WhenGettingCalculatedBenchmarkData","1081",""
"passed","unknown.WhenCheckingCompliance_FileBasedTradeEntry_RunComplianceAPI_ViolationsReported","387",""
"passed","unknown.CheckTradeExists_ByCheckingParticularTrade_ReturnsTrue","123",""
"passed","unknown.GetBrokerUserDefinedFields_ByCheckingParticularUser_ReturnsCorrectList","8",""
"passed","unknown.SecurityDataRequestUsingAlias1_RetrieveMiFiDFieldsWhendDefaultValuesarePassed","297345",""
"passed","unknown.WhenGettingInvestmentDecisionMakers","27",""
"passed","unknown.Verify_MDO_KeepBrokersSetTo3","119507",""
"passed","unknown.Verify_ListTraderOrderRouting","5351",""
"passed","unknown.WhenParentOrderEntrySwapWithWarningLevelViolationExpectsViolationAndAck","4111",""
"passed","unknown.F2NewSymbolAuthenticationTest","172",""
"passed","unknown.SFTPGET_BadUsername","5505",""
"passed","unknown.TradeMerge_BatchSelect_Targeted_Trades_MultipleBrokers_RunCompliance_ViolationReported","5994",""
"passed","unknown.CreateTradeWithMinimumRequiredFieldsBlockTradesWithSameExternalIdInABatch","10",""
"passed","unknown.Verify_UnsolicitedPendingReplace_OnOrderQtyDecreaseFromOMS","2127",""
"passed","unknown.TestGetAllocationTargetLotForBuyTrade_ModelLevelerBuy_BasisP4_ForCurrentShares_WithExistingTrades_ReturnSuccessResponse","6566",""
"passed","unknown.Verify_Execution_Cancellation_HardMatchRollUp","18588",""
"passed","unknown.WhenNotifyingMRS_SecurityFilterOnAndNonEligibleSecurity_MultilleFillsSentOnlyOneMessageLogged","60575",""
"passed","unknown.UpdateTrade_TradeFinalize_Error_MultipleTrade_3_IsAllOrNothing_False_MState_UnSupportedState","3257",""
"passed","unknown.ValidateTradePublish_CreateMSateTrade_NotFullRefresh","14436",""
"passed","unknown.WhenEditingChildPairsOrdersPermOffAndEMSComplianceOnlyFalse_FailTsValidation_ExpectComplianceViolation","4025",""
"passed","unknown.EzeIntradayXML_CreateTradeWithMulBorkers","16149",""
"passed","unknown.GetPositions_GetPositionByExternalID_null","1511",""
"passed","unknown.UpdateMifidFieldsOfSecurities","210",""
"failed","unknown.UpdateTrade_TradeFinalize_Error_SingleTrade_IsAllOrNothing_False_TState","2028",""
"passed","unknown.ChangeManager_BatchSelect_MMT_Trades_With_MultipleStrategies_Collapsed","21371",""
"passed","unknown.CreateTStateTradeWithIDMFieldsTestWithGUIDNotAvailable","2020",""
"passed","unknown.GetScriptsList","23",""
"passed","unknown.WhenSendingTradesForFXForwardCombo_ClosedCashBalancesTrue_Tolerance0_RoundingHundredths_SimplifyDates_SendTradesCorrectly","2699",""
"passed","unknown.UpdateTradeStatusTest","66",""
"passed","unknown.Verify_StoringCompdealerCodes_In_TC_BestExecution_Using_Tradegen_ForFillCancellation","24224",""
"passed","unknown.WhenGettingCurrencyDropdown","1056",""
"passed","unknown.Verify_HardMatchRollup_ForEnableDKTrue","28150",""
"passed","unknown.WhenEditingPairsOrdersFail_EDIValidation_ExpectTwoClerkReject","4026",""
"passed","unknown.RunDistributeAmount","603",""
"passed","unknown.Test_IgnoreRebilledTradesInPositionCheck_False","82362",""
"passed","unknown.Test_InsertMultipleExecution","10881",""
"passed","unknown.WhenGettingInvestmentTrackingTransactionsBySource","6",""
"passed","unknown.Verify_TradeGen_Append_TradeExistsOnBlotter","14570",""
"passed","unknown.RetrieveByFilterPosition_RetrieveByPortfolioFilterPositionTest","1564",""
"passed","unknown.ChangeIdmForSingleAllocation","3973",""
"passed","unknown.ValidateTradePublish_CreateMSateTrade_FullRefresh","58352",""
"passed","unknown.WhenGettingInvestmentTrackingTransactionsByDateTime","6",""
"passed","unknown.UpdateBroker_AllOrNothingTrue_ValidInvalid","47",""
"passed","unknown.WhenMovingTradesFromTradingToStagingTradesExistInStagingBlotter","5259",""
"failed","unknown.EzeIntradayXML_CompareDelphiDotNetXML_TradeWithTwoBrokers_IDay","23974",""
"passed","unknown.WhenSecuritySwapPassesFilterAndSuccessOnPrimaryMatch","6028",""
"passed","unknown.WhenGettingInvestmentTrackingReferenceMapping","5",""
"passed","unknown.DoNotIncludePreferredCustodians_DoNotSendCustodiansWithZeroLocates","88434",""
"passed","unknown.ImportAuthenticationTest","271879",""
"passed","unknown.WhenGettingLocateRequestFromTradewinds","649",""
"passed","unknown.InsertUserDelayedAction","32",""
"passed","unknown.WhenGettingRulesTheRulesAreReturned","156",""
"passed","unknown.UpdateTrade_TradeFinalize_Error_MultipleTrade_2_AllOrNothing_True_MState_InRequest","3260",""
"passed","unknown.GetClearingBrokerComm","7",""
"passed","unknown.InsertAllocatedTradeData_InsertTradeWithDefaultTradeDateAfterStartUP_ExpectNextWeekDayDate","17112",""
"passed","unknown.Verify_UnsolicitedPendingReplace_OnMBSOrderQtyDecreaseFromOMS","1839",""
"passed","unknown.UpdateStrategy_AllOrNothingFalse_ValidInvalidData","76",""
"passed","unknown.WhenRunningFXForwardCombo_ClosedCashBalancesTrue_Tolerance0_RoundingHundredths_ColumnValuesAreCorrect","326176",""
"passed","unknown.Verify_Execution_Correction_Append_TradeDoesNotExistOnBlotter","17149",""
"passed","unknown.WhenCreate_Sc1TargetTrade_VerifyAnalyticsGrid_Success","2416",""
"passed","unknown.Verify_MDO_HardMatchMatchAppend_AR","133553",""
"passed","unknown.DeletePosition_DeletePositionByExternalIDTest_AllOrNothingTrue_ValidInvalid","3060",""
"passed","unknown.ChangeTrader_MMT_Trade_ProcessUserOverridingComplianceAction","5334",""
"passed","unknown.GetSICsTest","111",""
"passed","unknown.TestGetPluginIdByName_Basic","43",""
"passed","unknown.TradeMerge_CollapseBlotter_Targeted_Trades_RunCompliance_ViolationReported","5973",""
"passed","unknown.MergeRules_UpdateRuleWhichDoesNotExist","261",""
"passed","unknown.WhenParentOrderEditWithAllocationSchemeNotDefinedExpectsComplianceViolationResponse","4040",""
"passed","unknown.LocatePluginTestWithInventory","94349",""
"passed","unknown.WhenGettingBenchmarkGroupsAndData","41",""
"passed","unknown.Test_CannotDeleteExecutionBasedOnExecutionId_Success_WhenTradeIsCancelled","21352",""
"passed","unknown.MailServer_SendEmailWithAttach","2198",""
"passed","unknown.EnterF5CoverTrade_Attempt_Overcover","15990",""
"passed","unknown.WhenRunningAnIndexShockOnEquityS1PriceIsCorrectInAnalytics","2",""
"passed","unknown.WhenRunningScenarioOnValidOptionCallRiskSessionLogHasNoErrors","3646",""
"passed","unknown.ChangeSettleCurrency_NoChangeAmountOrPrice","17537",""
"passed","unknown.WhenMovingTargetedTradesFromStagingToTrading_InvalidTradesSelected_DefaultCustodianDoesNotRun_AllowNoPositionCheckTrue_CustProofSPFalse","11314",""
"passed","unknown.WhenSendingTradesForRollForward_Tolerance5000_RoundingHundredths_SendTradesCorrectly","2338",""
"passed","unknown.UpdateTrade_NoTradeFinalize_Success_MultipleTrade_3_IsAllOrNothing_True_MState","3026",""
"passed","unknown.Test_RetreieveExecutionBasedOnExecutionId","11065",""
"passed","unknown.WhenEditingChildPairsOrdersPermOnAndEMSComplianceOnlyTrue_FailTsValidation_ExpectComplianceViolation","4021",""
"passed","unknown.DeleteManager_AllOrNothingFalse_ValidInvalid","74",""
"passed","unknown.RunAdjustInvested","454",""
"passed","unknown.InsertBrokerUDF_AcceptsUserDefinedField_ForTimestampType","7",""
"passed","unknown.InsertSecurityData_InsertSecuritiesWithMifidFields","144",""
"passed","unknown.CreateManager_AllOrNothingFalse_ValidInvalid","278",""
"passed","unknown.BuySellShortCover_AllRuleTypesFire","32153",""
"passed","unknown.TradeMerge_BatchSelect_MMT_Trades","5481",""
"passed","unknown.Verify_ExchangeFieldOnBlotter_With_Tradegen_AppnedRollup","14143",""
"passed","unknown.UpdateStrategy_AllOrNothingTrue_ValidData","52",""
"passed","unknown.WhenRMAingTrade_TradeEntersMState","7356",""
"passed","unknown.InsertOrUpdateSecurityTest_Insert_Failure","826",""
"passed","unknown.Verify_IDMCode_FIX42","10987",""
"passed","unknown.InsertTradeUDF_AcceptsUserDefinedField_ForStringType","9",""
"passed","unknown.GetAllocationsForTradeBatch","234",""
"passed","unknown.WhenUsingLookThroughBySecurity_LookThroughFalse","45",""
"passed","unknown.Verify_RightClickSend","1831",""
"passed","unknown.WhenEnteringABuyTrade_WithBrokerFromF5_TOrderActionUpdatesToBuy","3562",""
"passed","unknown.WhenCreatingInvestmentDecisionMakers","13",""
"passed","unknown.WhenEditingChildPairsOrdersPermOnAndEMSComplianceOnlyTrue_FailEdiValidationWithMissingCustodian_ExpectTwoClerkReject","4022",""
"passed","unknown.Verify_BrokerTraderDefaultsToTradeTraderSetting_True_TradeGen_AppendRollup","15051",""
"passed","unknown.Verify_IDMCodeMissing_FIX44","11111",""
"passed","unknown.Verify_StoringCompdealerCodes_In_TC_BestExecution_WhichDoesntHaveCompdealerID","22950",""
"passed","unknown.UpdateTradeTest","73",""
"passed","unknown.DeleteSecurityTest_Success","2385",""
"passed","unknown.WhenFinalizingTrade_AllocationFeeScheduleApplied_PositiveCustodian","17324",""
"passed","unknown.VerifyCreateUpdateSecurity","4233",""
"passed","unknown.Verify_NewF9Trade_WithBrokerUDF","20847",""
"passed","unknown.UpdateClearingBrokerAllocationLot","46",""
"passed","unknown.CreateExchange_AllOrNothingFalse_ValidInvalid","135",""
"passed","unknown.WhenBatchingProcessWhatIfPositions","2357",""
"passed","unknown.VerifyFuturesAssetClass_ManualFill_NotifyMRS_Test","3462",""
"passed","unknown.Verify_NewF5Trade_FixIntegration","1105",""
"passed","unknown.WhenEditingChildPairsOrdersPermOnAndEMSComplianceOnlyTrue_IsSuccessful_ExpectClerkAccept","4020",""
"passed","unknown.EzeIntradayXML_CheckForFeeAndCommInCancelInHistory","19744",""
"passed","unknown.WhenGettingClientStartupData","3412",""
"passed","unknown.SecurityDataRequestUsingKeys_RetrieveMiFiDFieldsWhenAllTrueValuesarePassed","127",""
"passed","unknown.AddValidSupplementalFillDatatoTradewithMultipleBrokerFills","2515",""
"passed","unknown.WhenSecurityPassesFilterAndSuccessOnPrimaryMatch","6026",""
"passed","unknown.FTPPUT_BlankPassword","2221",""
"passed","unknown.Verify_SendCancelOnFinalizedTrade","113743",""
"passed","unknown.SaveTradeSequenceTest_UpdateTradeAllocations_ReturnSuccess","5938",""
"passed","unknown.DeleteAllPositions_Null","122",""
"passed","unknown.Verify_QuickSend_On_Non_Algo_Broker_OrderRouting","15170",""
"passed","unknown.WhenEditingChildPairsOrdersPermOffAndEMSComplianceOnlyTrue_IsSuccessful_ExpectClerkAccept","4021",""
"passed","unknown.ChangeManager_MMT_Trade","5503",""
"passed","unknown.Test_TradeCancel_CancelledTrade","12521",""
"passed","unknown.GetDoneCounterAmountTest","11",""
"passed","unknown.WhenSendingClosingTradesFromStagingToTrading_EligibleTradesMerge","58284",""
"passed","unknown.WhenGettingCustomColumnDependencyList","1040",""
"passed","unknown.UpdateTrader_AllOrNothingTrue_ValidInvalid","40",""
"passed","unknown.WhenNotifying_TransparencyFlagsAreSet","1044",""
"passed","unknown.GetAllPositionsTest_Success","3158",""
"passed","unknown.Test_InsertSingleExecution_WhenExecutionAmountIsNull","11021",""
"passed","unknown.ClearAllFromGrid","1303",""
"passed","unknown.Test_RetreieveExecutionBasedOnOrderId","11148",""
"passed","unknown.WhenEditingChildPairsOrdersPermOffAndEMSComplianceOnlyTrue_FailComplianceValidationAndAck_ExpectExchangeAcceptAck","278640",""
"passed","unknown.RollbackTStateTrade","146690",""
"passed","unknown.WhenNotifying_NotionalCurrencyIsCorrect","1340",""
"passed","unknown.CreateStartPriceGridTest","46",""
"passed","unknown.GetClientCustomManagerTest","69",""
"passed","unknown.Verify_Exec_Broker_Column_Mapping_WithPartyRepeatingGroup_Case1","12117",""
"passed","unknown.WhenCallingNotify_WhileBouncingRedis_AllFillsAreSent","113776",""
"passed","unknown.CreateTrader_AllOrNothingFalse_ValidInvalid","240",""
"passed","unknown.TestGetAllocationTargetLotForBuyTrade_WithRoundTo1_MinAmount28","24",""
"passed","unknown.WhenRunningAScenario_DatafeedHasNoPriceForUnderlying_RiskServiceGetsUnderlyingPriceFromAnalyticsInRiskSessionLog","2592",""
"passed","unknown.PartialRebillFullyFilledTradeByBrokerF5Trade","18159",""
"passed","unknown.WhenDoingDataValidationOptionNoCountryErrorReported","1464",""
"passed","unknown.TestFixOutGatewayVerifySingle","8694",""
"passed","unknown.VerifyLocatesRequest_WhenAutoGenSettingIsOne","87868",""
"passed","unknown.Verify_ApprovalList_ExecBroker_No_Associated_ApprovalList_PassThroughWithoutCheck_OrderRouting","968",""
"passed","unknown.Verify_StoringCompdealerCodes_In_TC_BestExecution_Using_Tradegen_ForFillCorrection","24237",""
"passed","unknown.WhenChildOrderEditWithPermOffAndEMSComplianceOnlyTrue_ComplianceViolation_ExpectClerkAccept","6023",""
"passed","unknown.InsertBrokerUDF_AcceptsUserDefinedField_ForNumericType","7",""
"passed","unknown.RetrieveByFilterPosition_RetrieveByCustodianSymbolFilterPositionTest","2054",""
"passed","unknown.SecurityDataRequestUsingKey_RetrieveMiFiDFieldsWhenAllTrueValuesarePassed","172",""
"passed","unknown.SaveSessionLoadSession","2218",""
"passed","unknown.WhenDoingDataValidationFutureExpiredErrorReported","1496",""
"passed","unknown.Verify_QuickSend_On_Algo_Broker_OrderRouting","16124",""
"passed","unknown.Test_TradeCancel_ActionOnCancelWithCommitmentsAsNone","127590",""
"passed","unknown.GetTradeFxLockTest","59",""
"passed","unknown.AcceptIncomingTradesTest","229",""
"passed","unknown.Test_UpdateSingleExecution_UpdateExecutionVenueMICErrorMessage","11049",""
"passed","unknown.Verify_QuickSend_WithBrokerUDF_Outbound","21850",""
"passed","unknown.TestTradeRule_AutoEditTradeManager","5115",""
"passed","unknown.WhenRunningScenarioOnOptionWithBadUnderlyingRiskSessionLogHasError","3411",""
"passed","unknown.ExecuteCustProofSpTest","379",""
"passed","unknown.BringToGroupRowCustomEditColumnBringToByPortfolio","601",""
"passed","unknown.WhenInvalidatingServerCache","1647",""
"passed","unknown.MergeRules_Update","228",""
"passed","unknown.WhenSecuritySwapPassesDefaultFilterAndFailOnSecondaryMatch","6176",""
"passed","unknown.Verify_TradeIncomingOverrideOnOrderRoutingExecution","82208",""
"passed","unknown.ValidateTradePublish_CreateTSateTrade_NotFullRefresh","142024",""
"passed","unknown.WhenParentOrderEditSwapSuccessExpectsClerkAccept","6012",""
"failed","unknown.CreateforwardBuyTrade_SecWithValidSpotDate_ValidateTheSpotdate","27247",""
"passed","unknown.TradeImporter_SendToTrading_MMT_PartiallyCommittedAndPartiallyFilled","821",""
"passed","unknown.CreateForwardSellMStateTrade_WithDefaultDates","2585",""
"passed","unknown.WhenGettingTradesCreatedTradeIsReturned","5192",""
"passed","unknown.Verify_Sending_Outbound_Udf_Override","20608",""
"passed","unknown.WhenNotifying_PriceIsCorrect","1039",""
"passed","unknown.Verify_ExchangeFieldOnBlotter_With_Tradegen_Appned","14135",""
"passed","unknown.Verify_IncrementChildOrderOnMBSHandshake","3287",""
"passed","unknown.TestFixOutGatewayShouldNotValidateIfNullTradeDataOrNullDestinationData","216",""
"passed","unknown.ExecutePostAllocTest","35",""
"passed","unknown.RetrieveSecuritySymbolsTest_Success","562",""
"passed","unknown.RetrieveBroker_ValidInvalidFailure","34",""
"passed","unknown.RetrieveCurrency__success","422",""
"passed","unknown.TraderHasNoAssociations_GetFirmLEIByTrader_ReturnsErrorMsg","110",""
"passed","unknown.Verify_BasicIncomingOverride","40013",""
"passed","unknown.WhenDoingDataValidationValidFutureReturnsNoErrors","1469",""
"passed","unknown.Test_InsertSingleExecution_NullRequest","11029",""
"passed","unknown.AddingLocatesForTradesImportedFromTradeImporter","94977",""
"passed","unknown.CreateStrategyTest_AllOrNothingTrue_ValidData","43",""
"passed","unknown.UpdateSecurityTest_Success","2137",""
"passed","unknown.WhenBatchFinalizingPartTrades_TcTradeAlcTFUpdateCorrectly","26827",""
"passed","unknown.WhenChildOrderEditWithPermOnAndComplianceOnlyFalse_EdiValidation_ExpectReject","6018",""
"passed","unknown.UpdateTrade_TradeFinalize_Error_MultipleTrade_2_AllOrNothing_False_TState_InRequest","3235",""
"passed","unknown.ExecuteUnassociateTradesOperation_ByAssociationID","10426",""
"failed","unknown.EzeIntradayXML_CompareDelphiDotNetXML_TradeWithTwoBrokersThreeFills_EOD","28158",""
"passed","unknown.TestGetAllocationTargetLot_BuyTrade_IncreaseByPercent_BasisPosition_ForTheoShares_WithExistingTrades_ValidateResponse","6029",""
"passed","unknown.WhenCheckingCompliance_AddNewBrokerWorkflow_TestGetProposedAllocations","162",""
"passed","unknown.Verify_OutboundOverrideRule_WithTagName","40799",""
"passed","unknown.WhenNotifyingMRS_MifidEligibleBrokerBuy_MultipleFillsSentOneMessageLogged","60644",""
"passed","unknown.TestTradeRule_ManualEditTrade_MoveFromStagingToTrading","5315",""
"passed","unknown.WhenChildOrderEditWithPermOffAndEMSComplianceOnlyTrue_TsValidationFails_ExpectReject","6019",""
"passed","unknown.ValidateTradePublish_ValidateHeartbeat_EIServiceIsDown","136911",""
"passed","unknown.Test_CannotDeleteExecutionBasedOnExecutionId_Success_WhenTradeIsFinalized","16317",""
"passed","unknown.WhenProcessingWhatIfPositions","1096",""
"passed","unknown.UpdateClearingBrokerAllocationLot_ByCheckingFinalizedAlloc","25",""
"passed","unknown.WhenChildOrderEditWithPermOnAndEMSComplianceOnlyTrue_Passes_ExpectClerkAccept","8023",""
"passed","unknown.WhenGettingServerMachineNameAndServerInstance","5",""
"passed","unknown.ExecuteAssociateTradesOperation_InvalidRequest","52",""
"passed","unknown.EzeIntradayXML_CheckForCancelForFullIntraday","27452",""
"passed","unknown.WhenEnteringASellTrade_WithSellAndShortBrokerFromF5_TOrderActionUpdatesToShort","118",""
"passed","unknown.ValidateTradePublish_RollbackBatchOfTSateTrades","47882",""
"passed","unknown.RunTargetDuration","482",""
"passed","unknown.ValidateTradePublish_CreateAndUpdateAllocationTSateTrade","35723",""
"passed","unknown.GroupedRowWhatIfToTradingTest","43336",""
"passed","unknown.FTPGET_MMDDYYDateinRemoteFileName","3104",""
"passed","unknown.RetrieveStrategyTest_Success","56",""
"passed","unknown.InsertSecUDF_AcceptsUserDefinedField_ForStringType","14",""
"passed","unknown.RetrieveMStateTradeToVerifyStrategiesinLots","4960",""
"passed","unknown.NumberOfSecuritiesUsingUDF_ByCheckingParticularUser_ReturnsCorrectList","12",""
"passed","unknown.TradeMerge_CollapseBlotter_Targeted_Trades_MultipleElectronicBrokers","7535",""
"passed","unknown.CreateTrade_NoTradeFinalize_Success_MultipleTrade_2_AllOrNothing_False_MState","3353",""
"passed","unknown.GetNewTradeListName_ByCallingFromExisitingUser_ReturnsCorrectRecord","26",""
"passed","unknown.WhenSettingModelingServiceStatus","4",""
"passed","unknown.EzeIntradayXML_CheckForceAmendment","23571",""
"passed","unknown.CreateCustodian_AllOrNothingTrue_Valid","56",""
"passed","unknown.WhenRunningAnIndexShockOnEquityS1MTMValueStarIsCorrectInAnalytics","2",""
"passed","unknown.RetrieveTStateTrade","118202",""
"passed","unknown.WhenEditingChildOrdersStagedPairPermOffAndEMSComplianceOnlyFalse_FailComplianceViolation_ExpectClerkAccept","12869",""
"passed","unknown.WhenBMATradeReturnsTargetedTrade","5325",""
"passed","unknown.GetSectorsTest","149",""
"passed","unknown.Verify_BrokerIncomingOverrideOnOrderRoutingExecution","83973",""
"passed","unknown.RunAdjustCashRebal","2077",""
"passed","unknown.WhenRunningAdjustHedge_Tolerance0_RoundingHundredths_LTTrue_ColumnValuesAreCorrect","340",""
"passed","unknown.DeleteIssuer_AllOrNothingTrue_ValidInvalid","43",""
"passed","unknown.UpdateTStateTrade","131870",""
"passed","unknown.Test_DeleteExecution_WhenNoQueryString","30",""
"passed","unknown.TestGetAllocationTargetLotForBuyTrade_WithRoundTo10_MinAmount23","21",""
"passed","unknown.WhenRunningAnIndexShockOnEquityS1InputPriceIsCorrectInAnalytics","2",""
"passed","unknown.UpdatePortfolio_AllOrNothingFalse_ValidData","114",""
"passed","unknown.CreateTStateTradeWithMinimumRequiredFieldsTest","148779",""
"passed","unknown.UpdateTrade_TradeFinalize_Error_MultipleTrade_3_IsAllOrNothing_True_MState_UnSupportedState","2847",""
"passed","unknown.UpdateBrokerAmount_Success","6537",""
"passed","unknown.TradeImporter_SendToStaging_RunCasCustodianSchemesOnTargetedTrades","277",""
"passed","unknown.WhenChildOrderEditWithPermOnAndEMSComplianceOnlyFalse_IsSuccessful_ExpectClerkAccept","6019",""
"passed","unknown.ValidateTradePublish_UpdateTSateTrade_NotFullRefresh","31873",""
"passed","unknown.EnterF5CoverTrade_CloseOutOfTradeAndHolding_CheckTheoreticalAllocations","17159",""
"passed","unknown.Verify_ExecBroker_TradeGen_AppendRollup_TradeExistsOnBlotter","15055",""
"passed","unknown.RemoveAllocations_FromMultipleTrades_NewTradeIsCreatedForEachRemovedAllocation_ViolationsAreReported","5520",""
"passed","unknown.WhenNotifyingMRS_TraderIsAssociatedToNonMifidFirm_MutlipleFillsSentOnlyOneMessageLogged_WithServiceBounce","123554",""
"passed","unknown.WhenCallingNotify_RedisIsDown_FillsAreWrittenToRecoveryTable","1902",""
"passed","unknown.InsertOrUpdatePosition_AllOrNothingFalse_ValidInvalid","3092",""
"passed","unknown.TradeMerge_CollapseBlotter_Targeted_Trades_MultipleBrokers_RunCompliance_ViolationReported","7235",""
"passed","unknown.GetOrderStatusOfBrokerTest","5",""
"passed","unknown.WhenGettingXDimensionAvailableValues","1057",""
"passed","unknown.WhenExecutingRelativeColumnOperationOfAdd","1051",""
"passed","unknown.CreateSecurityTest_Insert_Existing_Security_Failure","1103",""
"passed","unknown.TradeImporter_SendToStaging_MergeTrades","1396",""
"passed","unknown.UpdateTrade_TradeFinalize_Error_SingleTrade_IsAllOrNothing_False_MState_InRequest","2927",""
"passed","unknown.TestGetAllocationTargetLotForBuyTrade_ModelLevelerBuy_BasisPosition_CurrentPositions_WithExistingTrades_ReturnSuccessResponse","6015",""
"passed","unknown.WhenGettingSecurities","25",""
"passed","unknown.SimpleWhatIfTest","1820",""
"passed","unknown.CreateCustodian_AllOrNothingTrue_ValidInvalidCustodianName","34",""
"passed","unknown.UpdateTrade_NoTradeFinalize_Success_MultipleTrade_2_AllOrNothing_True_TState","2902",""
"passed","unknown.UpdateCurrency__success","342",""
"passed","unknown.EnterF5BuyTrade_CheckTheoreticalAllocations","1263",""
"passed","unknown.WhenSecuritySwapPassesFilterAndFailOnSecondaryMatch","6254",""
"passed","unknown.WhenInvokingFilterLogic_EditOfAnUnreportedFill_FilterResultRejected","20",""
"passed","unknown.WhenEditingChildPairsOrdersPermOffAndEMSComplianceOnlyFalse_FailEdiValidation_ExpectTwoClerkReject","4024",""
"passed","unknown.Verify_ApprovalList_ExecBroker_Not_In_ApprovalList_OrderRouting_Expect_Fill_DK","23665",""
"passed","unknown.Verify_NewF9Trade_WithBrokerUDF_Lookup","20410",""
"passed","unknown.UpdateTrade_TradeFinalize_Error_SingleTrade_IsAllOrNothing_True_TState_InRequest","3031",""
"passed","unknown.RunAdjustByPercent","592",""
"passed","unknown.UpdateStrategy_AllOrNothingTrue_ValidInvalidData","958",""
"passed","unknown.RunBringToPercent","616",""
"passed","unknown.DeleteSecurityTest_Failure","500",""
"passed","unknown.Verify_UnsolicitedCancel","12924",""
"passed","unknown.Verify_LEICode_FIX42","74614",""
"passed","unknown.ChangePrime_M_StateTrade","5256",""
"passed","unknown.UpdateTrade_TradeFinalize_Error_MultipleTrade_3_IsAllOrNothing_True_MState","5900",""
"passed","unknown.TradeMerge_CollapseBlotter_Targeted_Trades_MultipleNonElectronicBrokers","6914",""
